Name,Type,RA,Dec,Const,B-Mag,M
IC2945,GPair,11:37:04.29,+12:55:35.7,Leo,,
IC2945 NED01,G,11:37:04.30,+12:55:35.2,Leo,15.21,
IC2946,G,11:37:29.69,+32:15:08.9,UMa,15.03,
IC2947,G,11:37:30.97,+31:21:44.4,UMa,14.49,
IC2948,Cl+N,11:39:05.94,-63:26:37.9,Cen,,
IC2949,**,11:40:54.35,-46:27:16.5,Cen,,
IC2950,G,11:41:37.92,+37:59:31.6,UMa,14.88,
IC2951,G,11:43:24.56,+19:44:59.3,Leo,14.48,
IC2952,G,11:44:17.13,+33:21:04.9,UMa,15.78,
IC2953,Dup,11:44:25.78,+33:21:18.3,UMa,,
IC2954,*,11:45:03.26,+26:47:11.4,Leo,,
IC2955,G,11:45:03.91,+19:37:14.2,Leo,15.22,
IC2956,G,11:45:17.56,+26:46:02.6,Leo,14.83,
IC2957,G,11:45:36.94,+31:17:58.4,UMa,14.91,
IC2958,G,11:45:42.32,+33:09:16.0,UMa,15.70,
IC2959,Dup,11:46:10.14,+33:06:31.5,UMa,,
IC2960,G,11:46:19.70,+35:00:13.5,UMa,15.37,
IC2961,G,11:47:49.57,+31:20:41.1,UMa,15.66,
IC2962,Other,11:49:05.99,-12:18:40.9,Crt,,
IC2963,Dup,11:49:24.53,-05:07:06.4,Vir,,
IC2964,Other,11:49:52.47,+12:03:01.1,Leo,,
IC2965,Dup,11:54:01.51,-19:34:08.0,Crt,,
IC2966,RfN,11:50:13.55,-64:52:22.6,Mus,,
IC2967,G,11:50:55.13,+30:51:02.5,UMa,14.70,
IC2968,G,11:52:30.53,+20:37:31.7,Leo,15.59,
IC2969,G,11:52:31.27,-03:52:20.1,Vir,13.78,
IC2970,Other,11:53:09.75,-23:07:23.8,Crt,,
IC2971,G,11:53:27.54,+30:41:48.9,UMa,15.73,
IC2972,Dup,11:53:40.63,-03:59:47.5,Vir,,
IC2973,G,11:53:50.76,+33:21:55.8,UMa,14.42,
IC2974,G,11:53:48.73,-05:10:04.2,Vir,14.00,
IC2975,Dup,11:53:48.73,-05:10:04.2,Vir,,
IC2976,Dup,11:56:01.05,-02:43:15.1,Vir,,
IC2977,G,11:55:14.66,-37:41:46.7,Cen,13.17,
IC2978,G,11:56:23.23,+32:02:19.4,UMa,15.36,
IC2979,G,11:56:54.24,+32:09:31.7,UMa,14.46,
IC2980,G,11:57:30.16,-73:41:04.2,Mus,13.26,
IC2981,G,11:55:42.62,+32:11:20.0,UMa,14.95,
IC2982,Dup,11:57:51.38,+27:52:07.2,Leo,,
IC2983,Other,11:58:16.73,-02:06:36.2,Vir,,
IC2984,G,11:59:07.23,+30:41:49.0,UMa,15.49,
IC2985,G,11:59:12.75,+30:43:52.4,UMa,15.10,
IC2986,G,11:59:49.61,+30:50:39.9,UMa,14.76,
IC2987,G,12:03:24.54,+38:48:47.9,UMa,15.32,
IC2988,Other,12:03:42.20,+03:25:45.3,Vir,,
IC2989,Dup,12:04:34.03,+01:48:05.8,Vir,,
IC2990,G,12:04:38.60,+11:03:00.2,Vir,15.09,
IC2991,G,12:05:12.51,+10:38:25.3,Vir,15.83,
IC2992,G,12:05:15.83,+30:51:20.3,UMa,14.83,
IC2993,G,12:05:38.33,+32:49:19.9,UMa,16.01,
IC2994,G,12:05:27.87,+12:42:10.4,Vir,15.65,
IC2995,G,12:05:46.91,-27:56:24.5,Hya,13.23,
IC2996,G,12:05:48.63,-29:58:18.9,Hya,14.37,
IC2997,Other,12:05:44.47,+20:16:51.1,Com,,
IC2998,Other,12:05:55.24,+20:45:12.1,Com,,
IC2999,G,12:05:57.54,+31:20:54.6,UMa,15.72,
IC3000,Other,12:06:08.55,-29:40:24.2,Hya,,
IC3001,G,12:06:16.81,+33:31:33.1,UMa,15.46,
IC3002,G,12:07:04.19,+33:22:58.2,CVn,15.59,
IC3003,G,12:07:32.62,+32:48:46.8,Com,14.91,
IC3004,G,12:07:10.24,+13:14:51.1,Vir,15.77,
IC3005,G,12:07:14.17,-30:01:28.7,Hya,13.83,
IC3006,Other,12:07:24.34,+12:59:36.2,Vir,,
IC3007,G,12:07:30.78,+31:20:53.2,Com,15.55,
IC3008,G,12:07:51.80,+13:34:38.3,Com,14.74,
IC3009,Other,12:08:00.11,+12:38:47.3,Vir,,
IC3010,G,12:07:57.41,-30:20:22.1,Hya,13.22,
IC3011,Dup,12:08:09.62,+10:22:44.0,Vir,,
IC3012,G,12:08:23.94,+11:10:35.8,Vir,15.89,
IC3013,G,12:08:25.58,+10:01:00.0,Vir,15.28,
IC3014,G,12:08:37.00,+38:49:54.4,CVn,14.46,
IC3015,G,12:09:00.28,-31:31:11.6,Hya,13.15,
IC3016,G,12:09:18.54,+11:25:48.8,Vir,15.23,
IC3017,G,12:09:22.83,+13:37:05.4,Com,16.43,
IC3018,G,12:09:24.96,+13:34:28.0,Com,15.88,
IC3019,G,12:09:22.26,+13:59:32.7,Com,13.98,
IC3020,G,12:09:27.22,+14:13:28.2,Com,16.42,
IC3021,G,12:09:54.57,+13:02:59.9,Vir,15.53,
IC3022,G,12:10:02.38,+38:44:23.9,CVn,14.30,
IC3023,G,12:10:01.75,+14:22:00.7,Com,15.92,
IC3024,G,12:10:11.93,+12:19:32.4,Vir,15.06,
IC3025,G,12:10:23.09,+10:11:18.8,Vir,14.94,
IC3026,Other,12:10:34.30,-29:55:23.6,Hya,,
IC3027,Other,12:10:30.07,+14:11:36.7,Com,,
IC3028,G,12:10:35.69,+11:45:38.9,Vir,15.72,
IC3029,G,12:10:41.86,+13:19:52.6,Com,14.84,
IC3030,Other,12:11:06.03,+14:08:36.8,Com,,
IC3031,G,12:11:04.18,+13:18:30.4,Com,16.98,
IC3032,G,12:11:07.76,+14:16:29.3,Com,15.25,
IC3033,G,12:11:09.95,+13:35:15.0,Com,15.09,
IC3034,G,12:11:47.80,+14:12:04.1,Com,16.23,
IC3035,Dup,12:12:11.80,+13:14:47.5,Vir,,
IC3036,G,12:12:15.11,+12:29:18.2,Vir,14.77,
IC3037,G,12:12:20.48,+09:59:11.2,Vir,15.26,
IC3038,G,12:12:32.61,+11:21:10.2,Vir,15.30,
IC3039,G,12:12:32.57,+12:18:35.6,Vir,15.06,
IC3040,G,12:12:34.53,+11:04:30.1,Vir,15.29,
IC3041,G,12:12:42.66,+12:45:46.2,Vir,16.96,
IC3042,Dup,12:12:46.45,+10:51:57.5,Vir,,
IC3043,G,12:12:47.18,+10:00:34.8,Vir,16.60,
IC3044,G,12:12:48.52,+13:58:35.3,Com,14.28,
IC3045,Other,12:12:59.67,+12:46:46.2,Vir,,
IC3046,G,12:13:07.87,+12:55:05.6,Vir,15.31,
IC3047,G,12:13:14.63,+12:59:51.6,Vir,16.54,
IC3048,*,12:13:21.44,+13:04:08.5,Vir,,
IC3049,G,12:13:33.70,+14:28:49.0,Com,15.66,
IC3050,Dup,12:13:47.27,+13:25:29.3,Com,,
IC3051,Dup,12:13:53.59,+13:10:22.3,Vir,,
IC3052,G,12:13:48.27,+12:41:26.0,Vir,17.15,
IC3053,G,12:13:51.93,+14:13:22.7,Com,15.27,
IC3054,G,12:14:14.43,+13:32:34.6,Com,16.33,
IC3055,GTrpl,12:14:22.30,+12:05:29.0,Vir,,
IC3055 NED01,G,12:14:21.87,+12:05:26.0,Vir,17.47,
IC3055 NED02,G,12:14:22.11,+12:05:30.8,Vir,,
IC3055 NED03,G,12:14:22.61,+12:05:29.9,Vir,16.46,
IC3056,G,12:14:36.94,+12:48:42.7,Vir,15.54,
IC3057,Other,12:15:02.67,-44:28:22.7,Cen,,
IC3058,G,12:14:47.45,+14:05:43.8,Com,16.29,
IC3059,G,12:14:55.02,+13:27:37.9,Com,14.78,
IC3060,G,12:15:02.09,+12:32:49.6,Vir,14.82,
IC3061,G,12:15:04.44,+14:01:44.3,Com,14.37,
IC3062,G,12:15:05.37,+13:35:41.1,Com,14.60,
IC3063,G,12:15:06.73,+12:01:00.2,Vir,14.76,
IC3064,Dup,12:15:16.81,+13:01:26.3,Vir,,
IC3065,G,12:15:12.56,+14:25:58.4,Com,14.39,
IC3066,G,12:15:16.58,+13:28:23.3,Com,15.72,
IC3067,Dup,12:15:15.89,+23:57:29.4,Com,,
IC3068,G,12:15:23.20,+11:30:39.2,Vir,16.52,
IC3069,G,12:15:19.87,+10:09:38.9,Vir,16.58,
IC3070,*,12:15:24.67,+13:02:22.1,Vir,,
IC3071,*,12:15:31.86,+09:32:44.0,Vir,,
IC3072,*,12:15:38.13,+09:33:20.3,Vir,,
IC3073,G,12:15:35.60,+13:37:09.0,Com,15.15,
IC3074,G,12:15:46.19,+10:41:57.1,Vir,14.81,
IC3075,G,12:15:55.09,+23:35:44.0,Com,15.13,
IC3076,*,12:16:03.98,+09:04:44.2,Vir,,
IC3077,G,12:15:56.34,+14:25:58.9,Com,14.60,
IC3078,G,12:16:00.04,+12:41:14.3,Vir,14.87,
IC3079,G,12:16:04.13,+11:32:05.5,Vir,15.29,
IC3080,G,12:16:02.67,+14:11:21.8,Com,15.00,
IC3081,G,12:16:09.06,+12:41:28.7,Vir,15.63,
IC3082,G,12:16:12.10,+23:50:31.5,Com,15.91,
IC3083,G,12:16:21.24,+12:31:40.0,Vir,17.14,
IC3084,G,12:16:23.46,+23:55:04.4,Com,15.65,
IC3085,*,12:16:26.01,+09:28:08.4,Vir,,
IC3086,**,12:16:27.74,+09:00:33.0,Vir,,
IC3087,**,12:16:26.50,+13:17:16.0,Vir,,
IC3088,*,12:16:28.36,+09:27:31.7,Vir,,
IC3089,G,12:16:29.70,+23:49:39.8,Com,15.67,
IC3090,**,12:16:31.61,+09:26:22.0,Vir,,
IC3091,G,12:16:29.17,+14:00:44.5,Com,14.47,
IC3092,G,12:16:32.29,+10:02:47.1,Vir,16.38,
IC3093,G,12:16:42.36,+14:16:40.1,Com,14.79,
IC3094,G,12:16:56.01,+13:37:31.5,Com,14.53,
IC3095,G,12:16:55.54,+23:57:28.5,Com,15.77,
IC3096,G,12:16:52.36,+14:30:52.5,Com,15.18,
IC3097,G,12:17:01.11,+09:24:27.2,Vir,15.26,
IC3098,Dup,12:17:09.88,+07:11:29.7,Vir,,
IC3099,G,12:17:09.27,+12:27:14.5,Vir,14.97,
IC3100,G,12:17:05.55,+12:17:23.4,Vir,15.09,
IC3101,G,12:17:19.65,+11:56:36.5,Vir,15.75,
IC3102,Dup,12:17:25.81,+06:41:24.3,Vir,,
IC3103,*,12:17:28.45,+09:21:37.6,Vir,15.29,
IC3104,G,12:18:46.06,-79:43:33.8,Cha,13.66,
IC3105,G,12:17:33.75,+12:23:17.2,Vir,14.81,
IC3106,*,12:17:45.81,+09:36:47.3,Vir,,
IC3107,G,12:17:46.93,+10:50:40.7,Vir,14.30,
IC3108,G,12:17:42.70,+13:22:47.7,Com,14.76,
IC3109,G,12:17:44.11,+13:10:15.7,Vir,14.86,
IC3110,G,12:17:44.84,+37:23:58.9,CVn,16.39,
IC3111,G,12:17:50.81,+08:25:49.0,Vir,14.99,
IC3112,G,12:17:48.36,+26:01:50.6,Com,15.00,
IC3113,Dup,12:17:58.12,+07:11:09.3,Vir,,
IC3114,*,12:17:56.75,+09:08:07.4,Vir,,
IC3115,Dup,12:17:59.90,+06:39:15.1,Vir,,
IC3116,G,12:17:57.17,+25:04:35.5,Com,16.19,
IC3117,**,12:18:04.66,+09:04:35.5,Vir,,
IC3118,G,12:18:11.05,+09:29:59.3,Vir,14.74,
IC3119,G,12:18:08.48,+24:41:17.9,Com,15.40,
IC3120,G,12:18:15.35,+13:44:56.9,Com,15.80,
IC3121,GPair,12:18:17.50,+13:15:26.0,Vir,,
IC3121 NED01,G,12:18:17.69,+13:15:23.2,Vir,17.33,
IC3121 NED02,G,12:18:17.36,+13:15:29.8,Vir,17.50,
IC3122,G,12:18:21.42,+25:13:00.5,Com,14.59,
IC3123,*,12:18:27.59,+08:03:53.7,Vir,8.30,
IC3124,*,12:18:27.53,+09:35:18.2,Vir,,
IC3125,*,12:18:25.47,+24:21:54.4,Com,,
IC3126,G,12:18:37.16,+13:48:54.6,Com,16.18,
IC3127,G,12:18:35.23,+11:52:13.5,Vir,15.30,
IC3128,GTrpl,12:18:40.20,+11:44:01.0,Vir,,
IC3128A,G,12:18:41.87,+11:43:54.6,Vir,15.00,
IC3128B,G,12:18:38.56,+11:44:06.1,Vir,18.27,
IC3129,*,12:18:44.96,+09:35:26.4,Vir,,
IC3130,**,12:18:49.60,+08:13:58.7,Vir,,
IC3131,G,12:18:50.89,+07:51:42.8,Vir,14.09,
IC3132,Dup,12:18:50.89,+07:51:42.8,Vir,,
IC3133,Other,12:18:54.56,+07:38:22.8,Vir,,
IC3134,G,12:18:56.12,+08:57:41.8,Vir,14.73,
IC3135,G,12:18:52.58,+27:29:29.4,Com,17.05,
IC3136,G,12:18:57.37,+06:11:03.8,Vir,14.89,
IC3137,G,12:18:54.67,+12:28:12.2,Vir,16.89,
IC3138,GPair,12:18:56.20,+12:26:38.0,Vir,,
IC3138 NED01,G,12:18:56.16,+12:26:43.0,Vir,16.53,
IC3138 NED02,G,12:18:56.20,+12:26:31.6,Vir,,
IC3139,*,12:19:00.76,+09:07:36.4,Vir,,
IC3140,*,12:18:57.88,+27:07:46.1,Com,,
IC3141,G,12:18:58.44,+24:11:10.6,Com,15.34,
IC3142,GPair,12:19:03.50,+13:58:53.0,Com,,
IC3142 NED01,G,12:19:01.98,+13:58:56.8,Com,15.39,
IC3142 NED02,G,12:19:05.15,+13:58:49.9,Com,15.20,
IC3143,G,12:19:05.39,+27:17:54.3,Com,15.63,
IC3144,G,12:19:09.76,+25:17:49.1,Com,16.77,
IC3145,*,12:19:10.49,+24:17:38.9,Com,,
IC3146,G,12:19:12.50,+25:42:54.1,Com,16.77,
IC3147,GPair,12:19:17.90,+12:01:02.0,Vir,,
IC3147 NED01,G,12:19:17.19,+12:00:58.3,Vir,16.12,
IC3147 NED02,G,12:19:18.67,+12:01:05.5,Vir,16.17,
IC3148,G,12:19:21.62,+07:52:13.2,Vir,15.61,
IC3149,G,12:19:24.21,+12:18:05.0,Vir,15.20,
IC3150,G,12:19:28.49,+07:47:53.6,Vir,15.44,
IC3151,G,12:19:32.88,+09:24:51.2,Vir,14.78,
IC3152,G,12:19:35.99,-26:08:43.8,Hya,13.45,
IC3153,G,12:19:36.84,+05:23:52.1,Vir,15.00,
IC3154,G,12:19:33.99,+25:35:09.3,Com,15.99,
IC3155,G,12:19:45.31,+06:00:20.7,Vir,14.42,
IC3156,G,12:19:44.14,+09:08:54.9,Vir,14.66,
IC3157,G,12:19:47.92,+12:25:19.0,Vir,15.09,
IC3158,**,12:19:49.86,+09:17:23.1,Vir,,
IC3159,G,12:19:53.21,+11:40:28.1,Vir,16.60,
IC3160,*,12:19:59.85,+09:06:06.8,Vir,,
IC3161,*,12:20:01.21,+08:59:56.6,Vir,,
IC3162,*,12:20:03.13,+08:59:49.1,Vir,,
IC3163,**,12:20:05.75,+09:15:20.2,Vir,,
IC3164,**,12:20:04.89,+24:57:21.3,Com,,
IC3165,G,12:20:04.77,+27:58:31.2,Com,14.75,
IC3166,Other,12:19:54.00,+60:41:39.4,UMa,,
IC3167,G,12:20:18.78,+09:32:43.3,Vir,14.72,
IC3168,G,12:20:18.54,+27:55:13.4,Com,15.66,
IC3169,G,12:20:21.39,+25:35:58.2,Com,16.57,
IC3170,G,12:20:26.55,+09:25:27.3,Vir,14.63,
IC3171,G,12:20:24.06,+25:33:38.1,Com,14.63,
IC3172,G,12:20:24.55,+27:49:07.6,Com,16.29,
IC3173,G,12:20:30.18,+11:20:27.4,Vir,15.30,
IC3174,G,12:20:29.53,+10:14:42.6,Vir,15.25,
IC3175,G,12:20:33.35,+09:51:12.3,Vir,15.00,
IC3176,G,12:20:30.08,+25:30:55.5,Com,16.33,
IC3177,Other,12:20:34.33,+14:07:39.4,Com,,
IC3178,*,12:20:35.06,+26:10:09.5,Com,,
IC3179,G,12:20:37.73,+26:09:55.4,Com,16.62,
IC3180,Other,12:20:23.74,+60:41:39.6,UMa,,
IC3181,Dup,12:20:42.09,+29:20:45.2,Com,,
IC3182,**,12:20:47.76,+12:43:48.5,Vir,,
IC3183,**,12:20:48.87,+06:41:12.2,Vir,,
IC3184,G,12:20:46.80,+24:54:56.1,Com,15.64,
IC3185,G,12:20:52.68,+25:25:46.9,Com,15.90,
IC3186,G,12:20:55.88,+24:40:06.9,Com,15.03,
IC3187,G,12:20:54.68,+11:09:42.5,Vir,15.47,
IC3188,G,12:20:55.10,+11:00:32.0,Vir,14.81,
IC3189,G,12:20:56.32,+25:25:35.5,Com,16.24,
IC3190,*,12:21:02.41,+09:34:11.2,Vir,,
IC3191,*,12:21:05.15,+07:42:15.9,Vir,,
IC3192,G,12:21:04.81,+11:45:16.6,Vir,16.11,
IC3193,G,12:21:01.28,+27:53:55.6,Com,15.65,
IC3194,G,12:21:09.00,+25:08:00.6,Com,16.37,
IC3195,G,12:21:17.43,+25:48:29.8,Com,16.38,
IC3196,G,12:21:26.63,+11:45:28.0,Vir,16.43,
IC3197,*,12:21:25.90,+25:26:38.0,Com,,
IC3198,*,12:21:31.14,+26:21:58.7,Com,,
IC3199,G,12:21:45.60,+10:35:44.3,Vir,15.03,
IC3200,G,12:21:37.19,+26:45:38.8,Com,16.46,
IC3201,G,12:21:40.37,+25:43:33.6,Com,17.05,
IC3202,G,12:21:44.33,+27:03:25.6,Com,16.69,
IC3203,G,12:21:45.63,+25:53:04.8,Com,15.43,
IC3204,G,12:21:50.43,+24:14:56.8,Com,16.79,
IC3205,G,12:21:50.94,+26:20:27.6,Com,15.55,
IC3206,G,12:21:51.31,+26:21:48.9,Com,15.79,
IC3207,G,12:21:52.23,+24:21:16.4,Com,16.36,
IC3208,G,12:21:55.58,+11:58:00.6,Vir,15.96,
IC3209,G,12:22:06.15,+11:45:17.0,Vir,14.97,
IC3210,G,12:22:00.98,+28:25:51.9,Com,15.38,
IC3211,Dup,12:22:07.32,+08:59:26.0,Vir,,
IC3212,G,12:22:03.40,+28:11:09.6,Com,15.53,
IC3213,G,12:22:07.67,+23:52:10.6,Com,15.50,
IC3214,*,12:22:09.11,+27:14:06.3,Com,,
IC3215,G,12:22:10.38,+26:03:07.0,Com,15.53,
IC3216,G,12:22:11.81,+25:17:12.1,Com,16.52,
IC3217,G,12:22:13.07,+26:23:16.9,Com,17.53,
IC3218,G,12:22:19.52,+06:55:40.5,Vir,15.66,
IC3219,G,12:22:15.03,+25:57:04.8,Com,16.45,
IC3220,G,12:22:21.59,+10:36:07.1,Vir,15.95,
IC3221,G,12:22:20.15,+25:17:01.6,Com,17.14,
IC3222,G,12:22:19.47,+28:49:53.7,Com,15.86,
IC3223,Other,12:22:30.61,+09:29:14.1,Vir,,
IC3224,G,12:22:35.91,+12:09:28.9,Vir,16.30,
IC3225,G,12:22:38.99,+06:40:37.4,Vir,14.38,
IC3226,*,12:22:34.95,+26:04:02.4,Com,,
IC3227,G,12:22:35.66,+24:05:06.5,Com,16.52,
IC3228,G,12:22:39.38,+24:19:48.3,Com,16.19,
IC3229,G,12:22:52.80,+06:40:47.5,Vir,15.25,
IC3230,G,12:22:39.68,+27:44:49.1,Com,16.41,
IC3231,G,12:22:43.78,+24:49:13.7,Com,,
IC3232,*,12:22:47.79,+24:25:28.3,Com,,
IC3233,G,12:22:54.89,+12:34:00.4,Vir,16.56,
IC3234,G,12:22:52.16,+28:06:45.1,Com,16.93,
IC3235,G,12:22:57.90,+13:32:44.8,Com,16.55,
IC3236,G,12:23:00.23,+10:06:04.4,Vir,16.46,
IC3237,G,12:22:58.01,+28:29:39.0,Com,15.89,
IC3238,G,12:23:06.38,+14:27:30.0,Com,14.67,
IC3239,G,12:23:09.57,+11:43:33.6,Vir,16.16,
IC3240,G,12:23:07.32,+10:21:44.2,Vir,16.54,
IC3241,G,12:23:08.44,+26:54:19.0,Com,16.33,
IC3242,G,12:23:10.44,+26:14:56.0,Com,16.48,
IC3243,G,12:23:11.33,+27:45:56.5,Com,15.66,
IC3244,G,12:23:12.26,+14:23:20.3,Com,15.00,
IC3245,Other,12:23:17.71,+09:07:46.4,Vir,,
IC3246,G,12:23:17.15,+13:03:06.6,Vir,16.32,
IC3247,G,12:23:13.99,+28:53:37.5,Com,15.40,
IC3248,*,12:23:16.88,+25:33:07.3,Com,,
IC3249,G,12:23:17.93,+25:26:40.8,Com,16.79,
IC3250,*,12:23:17.82,+25:37:43.7,Com,,
IC3251,*,12:23:18.89,+25:39:12.2,Com,,
IC3252,**,12:23:24.92,+28:37:05.6,Com,,
IC3253,G,12:23:45.22,-34:37:19.9,Cen,12.62,
IC3254,Dup,12:23:29.83,+19:25:36.9,Com,,
IC3255,G,12:23:34.74,+09:38:55.0,Vir,14.73,
IC3256,Dup,12:23:39.00,+07:03:14.4,Vir,,
IC3257,Other,12:23:44.71,+07:15:13.6,Vir,,
IC3258,G,12:23:44.47,+12:28:42.0,Vir,13.78,
IC3259,G,12:23:48.52,+07:11:12.6,Vir,14.23,
IC3260,Dup,12:23:53.56,+07:06:25.6,Vir,,
IC3261,G,12:23:52.50,+11:28:52.7,Vir,17.21,
IC3262,G,12:23:48.17,+27:23:39.4,Com,15.23,
IC3263,G,12:23:50.59,+28:11:58.2,Com,15.06,
IC3264,G,12:23:51.95,+25:33:26.6,Com,16.72,
IC3265,*,12:23:58.83,+07:48:13.6,Vir,,
IC3266,Dup,12:24:00.26,+07:47:06.7,Vir,,
IC3267,G,12:24:05.53,+07:02:28.6,Vir,14.12,
IC3268,G,12:24:07.44,+06:36:26.9,Vir,13.77,
IC3269,G,12:24:04.40,+27:26:05.2,Com,16.48,
IC3270,G,12:24:05.85,+27:34:40.4,Com,16.34,
IC3271,G,12:24:13.93,+07:57:10.7,Vir,14.57,
IC3272,G,12:24:09.31,+23:17:04.7,Com,16.81,
IC3273,Dup,12:24:14.53,+08:32:09.1,Vir,,
IC3274,Dup,12:24:14.72,+09:16:00.7,Vir,,
IC3275,G,12:24:19.48,+10:26:46.8,Vir,16.49,
IC3276,G,12:24:14.10,+25:49:07.6,Com,16.48,
IC3277,Other,12:24:15.71,+25:33:50.4,Com,,
IC3278,GTrpl,12:24:14.96,+27:25:14.9,Com,,
IC3278 NED01,G,12:24:14.35,+27:25:24.5,Com,17.69,
IC3278 NED02,G,12:24:15.06,+27:25:23.7,Com,16.71,
IC3278 NED03,G,12:24:15.44,+27:25:06.5,Com,16.75,
IC3279,**,12:24:24.03,+12:51:08.8,Vir,,
IC3280,G,12:24:26.74,+13:14:00.4,Vir,15.06,
IC3281,Other,12:24:27.91,+07:49:08.9,Vir,,
IC3282,*,12:24:28.05,+25:40:14.3,Com,,
IC3283,G,12:24:28.02,+27:12:40.5,Com,16.47,
IC3284,G,12:24:37.56,+10:50:20.5,Vir,15.25,
IC3285,*,12:24:33.49,+24:51:34.8,Com,,
IC3286,G,12:24:34.48,+23:44:52.4,Com,16.11,
IC3287,G,12:24:36.96,+24:35:41.0,Com,17.60,
IC3288,G,12:24:39.41,+24:56:59.5,Com,16.31,
IC3289,G,12:24:57.45,-26:01:50.6,Hya,14.17,
IC3290,G,12:25:08.96,-39:46:31.8,Cen,13.57,
IC3291,G,12:24:48.41,+12:01:06.6,Vir,16.46,
IC3292,G,12:24:48.36,+18:11:42.4,Com,15.03,
IC3293,G,12:24:53.51,+17:25:56.7,Com,16.31,
IC3294,G,12:24:49.73,+25:35:50.9,Com,17.28,
IC3295,Other,12:24:48.98,+28:42:28.2,Com,,
IC3296,G,12:24:57.84,+24:22:58.3,Com,15.54,
IC3297,*,12:24:58.14,+26:46:16.3,Com,,
IC3298,G,12:25:03.80,+17:00:55.2,Com,15.26,
IC3299,G,12:25:03.14,+27:22:28.1,Com,17.20,
IC3300,G,12:25:04.98,+25:57:27.2,Com,15.20,
IC3301,G,12:25:17.54,+14:10:21.2,Com,16.12,
IC3302,G,12:25:10.43,+25:52:47.3,Com,16.98,
IC3303,G,12:25:15.20,+12:42:52.6,Vir,15.00,
IC3304,G,12:25:11.72,+25:25:27.4,Com,18.61,
IC3305,G,12:25:14.50,+11:50:58.6,Vir,14.90,
IC3306,G,12:25:12.48,+27:24:08.5,Com,16.14,
IC3307,Dup,12:25:17.54,+14:10:21.2,Com,,
IC3308,G,12:25:18.21,+26:42:54.4,Com,15.46,
IC3309,G,12:25:20.13,+28:22:51.6,Com,15.65,
IC3310,*,12:25:55.30,+15:40:49.9,Com,,
IC3311,G,12:25:33.11,+12:15:37.2,Vir,14.68,
IC3312,G,12:25:29.90,+23:34:53.9,Com,17.05,
IC3313,G,12:25:36.44,+15:49:47.4,Com,14.22,
IC3314,G,12:25:31.49,+23:35:27.8,Com,16.25,
IC3315,G,12:25:38.93,+12:18:49.5,Vir,15.90,
IC3316,G,12:25:36.15,+26:09:47.7,Com,16.55,
IC3317,G,12:25:38.91,+25:20:38.1,Com,17.16,
IC3318,*,12:25:49.85,+09:45:46.1,Vir,12.67,
IC3319,Other,12:25:50.93,+10:23:27.6,Vir,,
IC3320,Dup,12:25:50.67,+10:27:32.6,Vir,,
IC3321,G,12:25:46.18,+26:04:57.1,Com,16.55,
IC3322,G,12:25:54.10,+07:33:17.2,Vir,14.08,
IC3323,*,12:25:48.08,+27:32:32.6,Com,,
IC3324,G,12:25:49.16,+26:44:23.6,Com,17.06,
IC3325,G,12:25:51.47,+23:53:45.3,Com,15.85,
IC3326,G,12:25:52.75,+23:46:06.4,Com,16.66,
IC3327,G,12:26:02.78,+14:52:49.3,Com,15.09,
IC3328,G,12:25:57.93,+10:03:13.6,Vir,14.38,
IC3329,HII,12:25:55.92,+27:33:50.8,Com,,
IC3330,G,12:25:56.31,+30:50:36.9,Com,14.97,
IC3331,G,12:26:05.32,+11:48:44.0,Vir,15.04,
IC3332,G,12:26:05.19,+25:16:47.4,Com,,
IC3333,*,12:26:08.77,+13:07:58.6,Vir,15.88,
IC3334,G,12:26:09.53,+28:27:57.0,Com,16.22,
IC3335,G,12:26:19.13,+26:07:45.5,Com,17.25,
IC3336,G,12:26:19.89,+26:50:18.4,Com,15.40,
IC3337,G,12:26:21.47,+25:18:41.5,Com,16.93,
IC3338,G,12:26:22.28,+25:53:10.4,Com,15.94,
IC3339,Dup,12:26:30.10,+08:52:20.0,Vir,,
IC3340,G,12:26:32.71,+16:50:40.8,Com,15.41,
IC3341,G,12:26:23.19,+27:44:43.9,Com,16.69,
IC3342,*,12:26:27.37,+27:08:19.1,Com,,
IC3343,*,12:26:35.10,+08:52:27.4,Vir,,
IC3344,G,12:26:32.39,+13:34:43.6,Com,15.52,
IC3345,G,12:26:33.34,+24:22:07.9,Com,17.19,
IC3346,G,12:26:44.43,+11:22:47.0,Vir,15.78,
IC3347,G,12:26:44.57,+10:55:06.9,Vir,16.31,
IC3348,G,12:26:38.11,+25:37:29.6,Com,17.30,
IC3349,G,12:26:47.06,+12:27:14.3,Vir,14.83,
IC3350,**,12:26:46.43,+09:26:33.4,Vir,12.86,
IC3351,*,12:26:40.99,+27:36:20.1,Com,,
IC3352,Other,12:26:47.80,+08:45:27.0,Vir,,
IC3353,G,12:26:45.08,+27:54:44.4,Com,16.82,
IC3354,*,12:26:51.46,+12:05:49.7,Vir,,
IC3355,G,12:26:51.14,+13:10:32.6,Vir,15.38,
IC3356,G,12:26:50.49,+11:33:32.5,Vir,15.45,
IC3357,G,12:26:51.35,+09:46:39.0,Vir,15.36,
IC3358,G,12:26:54.34,+11:39:50.3,Vir,14.33,
IC3359,G,12:26:51.40,+23:29:53.4,Com,16.64,
IC3360,*,12:26:50.72,+26:02:47.9,Com,,
IC3361,G,12:26:54.55,+10:39:57.1,Vir,15.49,
IC3362,G,12:26:54.41,+26:41:24.3,Com,16.15,
